"X","correctedspeciesname","catalognumber","n","dex","sin","X.dex","X.sin","island.x","correctedlocality","decimallatitudeUSE","decimallongitudeUSE","coordinateuncertaintyinMetersUSE","snailRichness","bio1","bio12","elev","Species","birdRichness","species","island.y","mass","height","width","ratio","sum","geomean","volume","log_volume","size","log_size","log_mass","shellDim","relativeMass","relativeRatio","bio1_sc","bio12_sc","elev_sc","meanMass_sc","ratio_sc","snailRichness_sc","birdRichness_sc","meanHeight_sc","meanWidth_sc","shellDim_sc","relativeMass_sc","relativeRatio_sc","scientificName","siteID","PD","SR","MPD"
11,"Auriculella ambusta","93052",4,1,3,0.25,0.75,"Oahu","Waianae Mountains; Palehua",21.3958639,-158.0988083,NA,3,19.6671810150146,1110.84887695312,664.682678222656,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.491193278579089,-1.28446291268814,1.15277892876455,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",10,0.02943,3,0.0163
12,"Auriculella ambusta","191489",5,NA,5,0,1,"Oahu","Waianae Mountains; Palehua",21.3958639,-158.0988083,NA,3,19.6671810150146,1110.84887695312,664.682678222656,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.491193278579089,-1.28446291268814,1.15277892876455,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",10,0.02943,3,0.0163
13,"Auriculella ambusta","186825",9,NA,9,0,1,"Oahu","Waianae Mountains; Nanakuli",21.39639,-158.116774,3717,1,22.2853412628174,1003.22613525391,426.527374267578,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,1.23990844236578,-1.38718188788183,-0.0585677649889483,0.936337374742084,-0.564596232470847,-1.36004609544971,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",11,0.0113,1,NA
14,"Auriculella ambusta","194403",3,NA,3,0,1,"Oahu","Waianae Mountains; Nanakuli. Lot. 1228",21.39639,-158.116774,3717,1,22.2853412628174,1003.22613525391,426.527374267578,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,1.23990844236578,-1.38718188788183,-0.0585677649889483,0.936337374742084,-0.564596232470847,-1.36004609544971,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",11,0.0113,1,NA
15,"Auriculella ambusta","54069, 54081, 54130, 54148",21,0,21,0,1,"Oahu","Waianae Mts.; Nanakuli; NW of center, about 2nd valley E of Green Peak",21.3963944,-158.1284306,NA,1,23.0752582550049,847.627685546875,97.61767578125,"ambusta",8,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,1.76219376303206,-1.53569058635285,-1.73152515534808,0.936337374742084,-0.564596232470847,-1.36004609544971,-3.64280130057558,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",12,0.007,0,NA
16,"Auriculella ambusta","132623",4,1,3,0.25,0.75,"Oahu","Waianae Mountains; Mauna Kapu to Palikea, along backbone",21.396644,-158.099142,1022,3,19.4322128295898,1117.77209472656,640.323791503906,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.646551924214907,-1.27785514723353,1.02888054648943,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",13,0.02943,3,0.0163
17,"Auriculella ambusta","176455",34,NA,34,0,1,"Oahu","Waianae Mountains; Manuwaikaalai Gulch; Loc. 5 = W470 A-1. SEE MAP",21.396761,-158.090903,73,3,20.6022701263428,1087.85314941406,533.867919921875,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.127078414765667,-1.30641085351692,0.487406281881554,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",14,0.02943,3,0.0163
18,"Auriculella ambusta","128019",1,0,1,0,1,"Oahu","Waianae Mountains; Nanakuli; Loc. 5 = W2-2c",21.397363,-158.107139,1983,2,21.0095729827881,1090.45812988281,712.417114257812,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.396383044354315,-1.30392456744091,1.3955740725598,0.936337374742084,-0.564596232470847,-1.11070873333522,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",15,0.02459,2,0.01961
19,"Auriculella ambusta","33146",36,NA,36,0,1,"Oahu","Waianae Mts.; Palehuaiki; lower part of valley back of",21.39764,-158.097222,408,3,19.4322128295898,1117.77209472656,640.323791503906,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.646551924214907,-1.27785514723353,1.02888054648943,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",16,0.02943,3,0.0163
20,"Auriculella ambusta","33125",18,NA,18,0,1,"Oahu","Waianae Mts.; Palehua; Black Bull Valley, bottom of",21.399099,-158.103347,408,3,20.3906192779541,1121.14038085938,735.202697753906,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.0128630377075189,-1.27464033506411,1.51147004789547,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",17,0.02459,2,0.01961
21,"Auriculella ambusta","176419",1,NA,1,0,1,"Oahu","Waianae Mountains; Manuwaikaalai Gulch; Loc. 3 = W470-7. SEE MAP",21.399594,-158.089896,100,3,20.8681049346924,1077.1142578125,521.748352050781,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.302845766900535,-1.31666043388082,0.425761639807407,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",18,0.02943,3,0.0163
22,"Auriculella ambusta","16997",9,NA,9,0,1,"Oahu","Waianae Mts.; Palehua; Maunakapu, below = Loe W 470-2",21.401115,-158.098047,1101,3,18.9108448028564,1132.453125,653.919921875,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.991275318850993,-1.26384304941233,1.09803553610903,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",19,0.02943,3,0.0163
23,"Auriculella ambusta","176258",8,NA,8,0,1,"Oahu","Waianae Mountains; Kaaikukai Gulch; Loc. 1a = w460 B-5. SEE MAP",21.401548,-158.090372,50,3,20.3495578765869,1102.69763183594,496.321472167969,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.0400124311148936,-1.29224275114766,0.296431046001603,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",20,0.02943,3,0.0163
24,"Auriculella ambusta","126802",15,NA,15,0,1,"Oahu","Waianae Mountains; Kaaikukai; Loc. 4",21.402839,-158.081133,2295,1,21.8023452758789,997.22998046875,324.108917236328,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.920556261802969,-1.39290483142433,-0.579506233474792,0.936337374742084,-0.564596232470847,-1.36004609544971,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",21,0.0113,1,NA
25,"Auriculella ambusta","210722",19,NA,19,0,1,"Oahu","Waianae Mountains; Kaaikukai; Stream bed on Army Road; 1st branch south of main Kaaikukai Stream; Loc. 3",21.402839,-158.081133,2295,1,21.8023452758789,997.22998046875,324.108917236328,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.920556261802969,-1.39290483142433,-0.579506233474792,0.936337374742084,-0.564596232470847,-1.36004609544971,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",21,0.0113,1,NA
26,"Auriculella ambusta","210773",15,NA,15,0,1,"Oahu","Waianae Mountains; Kaaikukai; on Army Road; streambed; southernmost fork from Kaaikukai; Loc. 3",21.402839,-158.081133,2295,1,21.8023452758789,997.22998046875,324.108917236328,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.920556261802969,-1.39290483142433,-0.579506233474792,0.936337374742084,-0.564596232470847,-1.36004609544971,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",21,0.0113,1,NA
27,"Auriculella ambusta","176375",33,NA,33,0,1,"Oahu","Waianae Mountains; Kaaikukai Gulch; Loc. 1c = W460 B-3. SEE MAP",21.403397,-158.091164,50,3,20.4622116088867,1109.86291503906,526.865966796875,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.0344731050621675,-1.28540394983134,0.451791736973558,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",22,0.02943,3,0.0163
28,"Auriculella ambusta","177408",12,NA,12,0,1,"Oahu","Waianae Mountains; Kaaikukai Gulch; above Loc. 1 on a spur ridge, on side of trail; Loc. 2",21.403528,-158.081307,2911,2,21.518669128418,1023.81488037109,358.862884521484,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.732992392298509,-1.36753125674597,-0.402734594688901,0.936337374742084,-0.564596232470847,-1.11070873333522,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",23,0.0113,1,NA
29,"Auriculella ambusta","177467",11,NA,11,0,1,"Oahu","Waianae Mountains; Kaaikukai Gulch; above Loc. 2; Loc. 2a",21.403528,-158.081307,2911,2,21.518669128418,1023.81488037109,358.862884521484,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.732992392298509,-1.36753125674597,-0.402734594688901,0.936337374742084,-0.564596232470847,-1.11070873333522,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",23,0.0113,1,NA
30,"Auriculella ambusta","210683",3,NA,3,0,1,"Oahu","Waianae Mountains; Kaaikukai Gulch; on Army Road; 300 feet north of Loc. 2; Loc. 1",21.403528,-158.081307,2911,2,21.518669128418,1023.81488037109,358.862884521484,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.732992392298509,-1.36753125674597,-0.402734594688901,0.936337374742084,-0.564596232470847,-1.11070873333522,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",23,0.0113,1,NA
31,"Auriculella ambusta","33180",9,NA,9,0,1,"Oahu","Waianae Mts.; Mauna Kapu, NE ridge of; from bottom-near top",21.4043911,-158.0978322,NA,3,18.9493618011475,1141.0625,664.712097167969,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.965808259650485,-1.25562595548687,1.15292856449193,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",24,0.02943,3,0.0163
32,"Auriculella ambusta","165108",1,NA,1,0,1,"Oahu","Waianae Mountains; South Kaaikukai; spur ridge below Mauna Kapu; Loc. 3 = W460B-6",21.40482016,-158.097584,100,3,18.9493618011475,1141.0625,664.712097167969,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.965808259650485,-1.25562595548687,1.15292856449193,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",25,0.02943,3,0.0163
33,"Auriculella ambusta","123390",9,0,9,0,1,"Oahu","Waianae Mountains; Nanakuli; Loc. WII-1 = W4-1",21.40483615,-158.0984207,100,3,18.9493618011475,1141.0625,664.712097167969,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.965808259650485,-1.25562595548687,1.15292856449193,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",26,0.02943,3,0.0163
34,"Auriculella ambusta","127876",3,0,3,0,1,"Oahu","Waianae Mountains; Nanakuli; Loc. 5 = W2-5a",21.405021,-158.108191,2915,2,20.988790512085,1119.12451171875,473.871520996094,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.382641879798074,-1.27656435232087,0.182242221837906,0.936337374742084,-0.564596232470847,-1.11070873333522,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",27,0.02459,2,0.01961
35,"Auriculella ambusta","126739",4,NA,4,0,1,"Oahu","Waianae Mountains; Kaaikukai; Loc. 2",21.40511667,-158.0848667,NA,3,21.4045562744141,1054.86682128906,381.968566894531,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.657542099248694,-1.33789417913106,-0.285210477087103,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",28,0.02943,3,0.0163
36,"Auriculella ambusta","126751",2,NA,2,0,1,"Oahu","Waianae Mountains; Kaaikukai; Loc. 3",21.40511667,-158.0848667,NA,3,21.4045562744141,1054.86682128906,381.968566894531,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.657542099248694,-1.33789417913106,-0.285210477087103,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",28,0.02943,3,0.0163
37,"Auriculella ambusta","53929",2,NA,2,0,1,"Oahu","Waianae Mts.; Nanakuli; head, about halfway up",21.4051806,-158.1125556,NA,2,21.7061824798584,1079.28063964844,373.415252685547,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,0.856974369968168,-1.31459276195059,-0.328715823034142,0.936337374742084,-0.564596232470847,-1.11070873333522,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",29,0.0113,1,NA
38,"Auriculella ambusta","182995",3,NA,3,0,1,"Oahu","Waianae Mountains; Kaaikukai; inland 4 miles; Loc. 6. SEE MAP",21.405366,-158.093518,100,3,20.2100582122803,1128.4609375,535.160400390625,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.132248232630528,-1.26765333525254,0.493980319564362,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",30,0.02943,3,0.0163
39,"Auriculella ambusta","177060",6,NA,6,0,1,"Oahu","Waianae Mountains; North Kaaikukai; South fork, above Forest Reserve fence; Loc. 5 = W460-4. SEE MAP",21.405927,-158.090586,100,3,20.3724784851074,1115.75622558594,486.198577880859,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.0248575509320424,-1.2797791644903,0.244942230416714,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",31,0.02943,3,0.0163
40,"Auriculella ambusta","176313",18,NA,18,0,1,"Oahu","Waianae Mountains; Kaaikukai Gulch; Loc. 1b = W460 B-4. SEE MAP",21.40631,-158.096494,97,3,19.6818218231201,1140.66967773438,610.776184082031,"ambusta",9,"A. ambusta","Oahu",0.0474,8.71,4.53,1.922737307,13.24,6.281424998,46.79324739,3.845738906,178.737039,2.252214559,-1.324221658,178.737039,0.0967697863371467,-0.199182100365953,-0.481512920729079,-1.25600087903854,0.87859039563238,0.936337374742084,-0.564596232470847,-0.861371371220734,-0.0173604509955946,0.592444021048725,0.909842406364,0.913814109291376,0.378256687076055,-0.845049420948503,"Auriculella_ambusta",32,0.02943,3,0.0163
